Path,Genre,OneHotGenre,Features
data/lmd_matched/lmd_matched/G/G/T/TRGGTWF12903CF5471/1aee616d5fb32919ad70afa6e018ae7d.mid,Pop_Rock,[0 1 0 0 0 0 0 0 0 0 0 0 0],"[0.3841695727888678, -0.1, 0.55, 0.125, 0.125]"
data/lmd_matched/lmd_matched/G/G/S/TRGGSWV128F1458AB2/90a7beaf1e844daf3f2c346272b92946.mid,Pop_Rock,[0 1 0 0 0 0 0 0 0 0 0 0 0],"[0.00858643254051941, -0.1, -0.17, 0.125, 0.125]"
data/lmd_matched/lmd_matched/G/G/S/TRGGSWV128F1458AB2/ab6e56e614b0e692edc1268e641e702c.mid,Pop_Rock,[0 1 0 0 0 0 0 0 0 0 0 0 0],"[0.08895705521472526, -0.1, 0.31, 0.125, 0.125]"
data/lmd_matched/lmd_matched/G/G/X/TRGGXCB128F1451719/b7891e7cf7740b0f36b213d1e482f721.mid,Pop_Rock,[0 1 0 0 0 0 0 0 0 0 0 0 0],"[0.2916682484846197, 0.1, -0.41, -0.25, 0.125]"
data/lmd_matched/lmd_matched/G/G/U/TRGGUIJ128F1476F9E/973b380a4fb9d440825dd03195f764df.mid,Pop_Rock,[0 1 0 0 0 0 0 0 0 0 0 0 0],"[0.09856174964088031, -0.2, -0.17, 0.125, 0.125]"
data/lmd_matched/lmd_matched/G/G/U/TRGGUQF128F932FB97/28fbb6097349c497cf2fdec2fab011fd.mid,Pop_Rock,[0 1 0 0 0 0 0 0 0 0 0 0 0],"[0.3108900457235495, -0.1, 0.55, 0.125, 0.125]"
data/lmd_matched/lmd_matched/G/Z/Z/TRGZZUV128F1463957/998f2337f2997ca421749bb6155049b1.mid,Pop_Rock,[0 1 0 0 0 0 0 0 0 0 0 0 0],"[0.16423357664233568, 1.0, 0.55, 0.375, 0.125]"
data/lmd_matched/lmd_matched/G/Z/Z/TRGZZUV128F1463957/6a3367507235ea9e5184b9e1564577d8.mid,Pop_Rock,[0 1 0 0 0 0 0 0 0 0 0 0 0],"[0.006666464000081381, 0.3, -0.05, 0.125, 0.125]"
data/lmd_matched/lmd_matched/G/Z/Z/TRGZZFI128F429094F/e229547f58c29af44678360cd1346fe5.mid,Pop_Rock,[0 1 0 0 0 0 0 0 0 0 0 0 0],"[0.0857677318430286, -0.1, 0.55, 0.125, 0.125]"
data/lmd_matched/lmd_matched/G/Z/Z/TRGZZFI128F429094F/ea853abe3499eb927285bc09ca90eb2f.mid,Pop_Rock,[0 1 0 0 0 0 0 0 0 0 0 0 0],"[0.0857677318430286, -0.1, 0.55, 0.125, 0.125]"
data/lmd_matched/lmd_matched/G/Z/Z/TRGZZFI128F429094F/eef6f493bf45a174ac33130940d51775.mid,Pop_Rock,[0 1 0 0 0 0 0 0 0 0 0 0 0],"[0.0857677318430286, -0.1, 0.55, 0.125, 0.125]"
data/lmd_matched/lmd_matched/G/Z/Z/TRGZZFI128F429094F/5d60da46a4c0e88b38c10fe3699df46b.mid,Pop_Rock,[0 1 0 0 0 0 0 0 0 0 0 0 0],"[0.0857677318430286, -0.1, 0.55, 0.125, 0.125]"
data/lmd_matched/lmd_matched/G/Z/Z/TRGZZFI128F429094F/cd58eafbd2006ce28b8c85186e981f55.mid,Pop_Rock,[0 1 0 0 0 0 0 0 0 0 0 0 0],"[0.0857677318430286, -0.1, 0.55, 0.125, 0.125]"
data/lmd_matched/lmd_matched/G/Z/H/TRGZHAP128F425AEF8/a725d0bdcc6c603bc8170ca34d49032d.mid,Pop_Rock,[0 1 0 0 0 0 0 0 0 0 0 0 0],"[0.3010635490297624, -0.2, -0.17, 0.125, 0.125]"
data/lmd_matched/lmd_matched/G/Z/J/TRGZJOF128F429F63D/d82a576f862f74817e38571aff23b200.mid,Latin,[1 0 0 0 0 0 0 0 0 0 0 0 0],"[0.09777944756338258, 0.8, 0.55, 0.125, 0.125]"
data/lmd_matched/lmd_matched/G/O/Z/TRGOZMG128F1461518/c02dcdcf255aa411c636043b18ee9835.mid,Pop_Rock,[0 1 0 0 0 0 0 0 0 0 0 0 0],"[0.19200469053270647, 0.1, -0.35, 0.125, 0.125]"
data/lmd_matched/lmd_matched/G/O/Z/TRGOZMG128F1461518/7d8981b527b210211ff4913984918ff5.mid,Pop_Rock,[0 1 0 0 0 0 0 0 0 0 0 0 0],"[0.30753509863159756, -0.1, 0.55, 0.125, 0.125]"
data/lmd_matched/lmd_matched/G/O/Z/TRGOZZZ128E0785872/a9776d11dd19e4fa44f800cd62009bd0.mid,Pop_Rock,[0 1 0 0 0 0 0 0 0 0 0 0 0],"[0.46438702987832053, -0.1, -0.17, 0.125, 0.125]"
data/lmd_matched/lmd_matched/G/O/K/TRGOKEB128F147743A/f121b2129bb67adbc3ef97e7d592f423.mid,Pop_Rock,[0 1 0 0 0 0 0 0 0 0 0 0 0],"[0.14845814977973049, -0.1, 0.31, 0.125, 0.125]"
data/lmd_matched/lmd_matched/G/O/C/TRGOCCP128F92F3AE3/6218210fa293527350fdc377caaaaf4a.mid,Rap,[0 0 1 0 0 0 0 0 0 0 0 0 0],"[0.12666752311228302, -0.1, -0.41, 0.125, 0.125]"
data/lmd_matched/lmd_matched/G/O/C/TRGOCCP128F92F3AE3/12990033cb9629058248356824976899.mid,Rap,[0 0 1 0 0 0 0 0 0 0 0 0 0],"[0.16819516477223848, -0.1, 0.55, 0.125, 0.125]"
data/lmd_matched/lmd_matched/G/O/H/TRGOHJU128F1453D50/4994c560478aaf7500660b6432887e05.mid,Pop_Rock,[0 1 0 0 0 0 0 0 0 0 0 0 0],"[0.1779446119108018, -0.1, 0.55, 0.625, 0.625]"
data/lmd_matched/lmd_matched/G/O/H/TRGOHJU128F1453D50/e49c395f93805a65890fd0b107b71e82.mid,Pop_Rock,[0 1 0 0 0 0 0 0 0 0 0 0 0],"[0.1779446119108018, -0.1, 0.55, 0.625, 0.625]"
data/lmd_matched/lmd_matched/G/O/H/TRGOHUV128F427D202/889b5f17dc325742931d4f0341f1c242.mid,Pop_Rock,[0 1 0 0 0 0 0 0 0 0 0 0 0],"[0.09776134347018683, -0.1, -0.17, 0.125, 0.125]"
data/lmd_matched/lmd_matched/G/O/H/TRGOHUV128F427D202/91d8104bdd0b04785e8d187fd75b26b5.mid,Pop_Rock,[0 1 0 0 0 0 0 0 0 0 0 0 0],"[0.11408681217007711, -0.1, -0.17, 0.125, 0.125]"
data/lmd_matched/lmd_matched/G/O/D/TRGODGT128F428D4BB/3ca2841b9dec9a4e28d14fc5a4f1d938.mid,Pop_Rock,[0 1 0 0 0 0 0 0 0 0 0 0 0],"[0.16284162385108147, -0.1, -0.35, 0.125, 0.125]"
data/lmd_matched/lmd_matched/G/O/T/TRGOTZW12903CEBE2F/f5f4478f594e8d7cdeca1cc7b435e4bc.mid,RnB,[0 0 0 1 0 0 0 0 0 0 0 0 0],"[0.10397954972927229, -0.1, 0.31, 0.125, 0.125]"
data/lmd_matched/lmd_matched/G/O/T/TRGOTZW12903CEBE2F/b645510a256c76ced43ccef4accaf5f9.mid,RnB,[0 0 0 1 0 0 0 0 0 0 0 0 0],"[0.17241555727530103, -0.1, -0.35, 0.125, 0.125]"
data/lmd_matched/lmd_matched/G/O/T/TRGOTZW12903CEBE2F/281e678d8921d32e558aa43b1ab2387c.mid,RnB,[0 0 0 1 0 0 0 0 0 0 0 0 0],"[0.12371338706092919, -0.1, 0.31, 0.125, 0.125]"
data/lmd_matched/lmd_matched/G/O/Y/TRGOYPW128E0792E37/54f3f1c4131a84b2a30c3c2ade9499f0.mid,Pop_Rock,[0 1 0 0 0 0 0 0 0 0 0 0 0],"[0.2047586208596479, -0.1, -0.17, 0.125, 0.125]"
data/lmd_matched/lmd_matched/G/O/Y/TRGOYPW128E0792E37/ef16a3cb36740c5ff395301edc6aaee1.mid,Pop_Rock,[0 1 0 0 0 0 0 0 0 0 0 0 0],"[0.2714002776327577, 0.0, -0.41, 0.125, 0.125]"
data/lmd_matched/lmd_matched/G/O/Y/TRGOYPW128E0792E37/eae4b0fd42a3b4aa1ef935c02d60b3f9.mid,Pop_Rock,[0 1 0 0 0 0 0 0 0 0 0 0 0],"[0.26195721144477657, -0.1, 0.31, 0.125, 0.125]"
data/lmd_matched/lmd_matched/G/O/Y/TRGOYPW128E0792E37/58b34c3cecfef173e6ebb1de1e836e15.mid,Pop_Rock,[0 1 0 0 0 0 0 0 0 0 0 0 0],"[0.2151509869737389, -0.1, 0.55, 0.125, 0.125]"
data/lmd_matched/lmd_matched/G/K/R/TRGKRFA128F4232492/68b5c0333aaf81192d7f9b5f77d7d4ec.mid,Pop_Rock,[0 1 0 0 0 0 0 0 0 0 0 0 0],"[0.0384725248901817, -0.1, 0.55, 0.125, 0.125]"
data/lmd_matched/lmd_matched/G/K/P/TRGKPOB128F427EC24/91dd5d6e2a7c853579dabae74f2a0ad0.mid,Jazz,[0 0 0 0 1 0 0 0 0 0 0 0 0],"[0.16402036697922645, 0.1, -0.35, 0.125, 0.125]"
data/lmd_matched/lmd_matched/G/K/P/TRGKPOB128F427EC24/1446042f850a4c3a69219be94cfc2f2f.mid,Jazz,[0 0 0 0 1 0 0 0 0 0 0 0 0],"[0.30917856082786294, 0.4, 0.55, 0.125, 0.125]"
data/lmd_matched/lmd_matched/G/K/P/TRGKPOB128F427EC24/f804ba989cde37e6a244b32d0146b7c6.mid,Jazz,[0 0 0 0 1 0 0 0 0 0 0 0 0],"[0.23914463391512839, -0.1, -0.35, 0.125, 0.125]"
data/lmd_matched/lmd_matched/G/K/P/TRGKPOB128F427EC24/14b51cfc1b96edc168bd43ae18462410.mid,Jazz,[0 0 0 0 1 0 0 0 0 0 0 0 0],"[0.270292099118694, -0.1, 0.31, 0.125, 0.125]"
data/lmd_matched/lmd_matched/G/K/L/TRGKLAC128F14971B2/324fabf404e7f3fcc8934314d58ae1f0.mid,Pop_Rock,[0 1 0 0 0 0 0 0 0 0 0 0 0],"[0.14310912489865027, -0.1, -0.17, 0.125, 0.125]"
data/lmd_matched/lmd_matched/G/K/L/TRGKLAC128F14971B2/a9cce8f184e3009d785b02bc16002d35.mid,Pop_Rock,[0 1 0 0 0 0 0 0 0 0 0 0 0],"[0.15087958590007455, -0.1, -0.17, 0.125, 0.125]"
data/lmd_matched/lmd_matched/G/K/L/TRGKLAC128F14971B2/84d0b0bd44203d6de1c18c3e49d82be0.mid,Pop_Rock,[0 1 0 0 0 0 0 0 0 0 0 0 0],"[0.15087958590007455, -0.1, -0.17, 0.125, 0.125]"
data/lmd_matched/lmd_matched/G/K/L/TRGKLAC128F14971B2/89b87e8b76c9636418a2a80555436f1f.mid,Pop_Rock,[0 1 0 0 0 0 0 0 0 0 0 0 0],"[0.15088601240255836, -0.1, 0.31, 0.125, 0.125]"
data/lmd_matched/lmd_matched/G/K/L/TRGKLAC128F14971B2/ca3492f9cd8fbd920373aad4579d8f13.mid,Pop_Rock,[0 1 0 0 0 0 0 0 0 0 0 0 0],"[0.15216358499169663, -0.1, 0.31, 0.125, 0.125]"
data/lmd_matched/lmd_matched/G/K/L/TRGKLAC128F14971B2/51a49cc3157fdf3672be1345b9b44181.mid,Pop_Rock,[0 1 0 0 0 0 0 0 0 0 0 0 0],"[0.06854810282272297, -0.1, -0.35, 0.125, 0.125]"
data/lmd_matched/lmd_matched/G/K/L/TRGKLAC128F14971B2/9830d0e5ec52da79f3964c24defb6622.mid,Pop_Rock,[0 1 0 0 0 0 0 0 0 0 0 0 0],"[0.1526135304588477, -0.1, -0.35, 0.125, 0.125]"
data/lmd_matched/lmd_matched/G/K/X/TRGKXZM12903CE742F/6a18ef2573c263c4c40e39ce66d2e0c4.mid,Country,[0 0 0 0 0 1 0 0 0 0 0 0 0],"[0.22282352941176564, -0.1, -0.17, 0.125, 0.125]"
data/lmd_matched/lmd_matched/G/K/X/TRGKXZM12903CE742F/75d4df7675c72240cc8298839b5cc1a2.mid,Country,[0 0 0 0 0 1 0 0 0 0 0 0 0],"[0.22282352941176564, -0.1, -0.17, 0.125, 0.125]"
data/lmd_matched/lmd_matched/G/K/X/TRGKXZM12903CE742F/1bc376f92b2ca6534896ddcec48b5cb6.mid,Country,[0 0 0 0 0 1 0 0 0 0 0 0 0],"[0.22282352941176564, -0.2, -0.17, 0.125, 0.125]"
data/lmd_matched/lmd_matched/G/K/X/TRGKXZM12903CE742F/f7fa0cd7faf204d1a3ab8f63a4891dbd.mid,Country,[0 0 0 0 0 1 0 0 0 0 0 0 0],"[0.22282352941176564, -0.1, -0.17, 0.125, 0.125]"
data/lmd_matched/lmd_matched/G/K/X/TRGKXZM12903CE742F/8c5f78905ecede8c6e60b53a86207613.mid,Country,[0 0 0 0 0 1 0 0 0 0 0 0 0],"[0.1762600494620899, -0.1, 0.31, 0.125, 0.125]"
data/lmd_matched/lmd_matched/G/K/X/TRGKXZM12903CE742F/5e36dd1a5c0d17eae97c558c7cf98bcf.mid,Country,[0 0 0 0 0 1 0 0 0 0 0 0 0],"[0.22282352941176564, -0.1, -0.17, 0.125, 0.125]"
data/lmd_matched/lmd_matched/G/K/X/TRGKXZM12903CE742F/25ed074ae6f312b4d5310edd9cd42f71.mid,Country,[0 0 0 0 0 1 0 0 0 0 0 0 0],"[0.22282352941176564, -0.2, -0.17, 0.125, 0.125]"
data/lmd_matched/lmd_matched/G/I/O/TRGIOYX128F426A837/94710d745cb9c56fe2dea316e9d6e916.mid,Pop_Rock,[0 1 0 0 0 0 0 0 0 0 0 0 0],"[0.28282583547624207, -0.1, -0.35, 0.125, 0.125]"
data/lmd_matched/lmd_matched/G/I/O/TRGIOYX128F426A837/363e54e0a5a82994d0bdd09c1bc2e33e.mid,Pop_Rock,[0 1 0 0 0 0 0 0 0 0 0 0 0],"[0.2903084285724802, 0.0, 0.31, 0.125, 0.625]"
data/lmd_matched/lmd_matched/G/I/O/TRGIOYX128F426A837/9756bedaa5fcbe97e55fbfdc599ef779.mid,Pop_Rock,[0 1 0 0 0 0 0 0 0 0 0 0 0],"[0.2911299277565535, 1.9, -0.17, 0.125, 0.625]"
data/lmd_matched/lmd_matched/G/I/O/TRGIOYX128F426A837/2a2b42b6ecd3f38172528da77185f3d1.mid,Pop_Rock,[0 1 0 0 0 0 0 0 0 0 0 0 0],"[0.2821574503153257, 0.0, 0.55, 0.125, 0.625]"
data/lmd_matched/lmd_matched/G/I/O/TRGIOYX128F426A837/2ce529cb64f957584f1d0fa845a62b09.mid,Pop_Rock,[0 1 0 0 0 0 0 0 0 0 0 0 0],"[0.28282583547624207, -0.1, -0.35, 0.125, 0.125]"
data/lmd_matched/lmd_matched/G/I/I/TRGIIJG128F429500E/40416bfacd7f9bce915fa34e26f20735.mid,Pop_Rock,[0 1 0 0 0 0 0 0 0 0 0 0 0],"[0.15400832840897266, -0.1, -0.35, 0.125, 0.125]"
data/lmd_matched/lmd_matched/G/I/D/TRGIDZT128F42ADCCE/0689f281711146aef6c9a5e8e4892389.mid,Pop_Rock,[0 1 0 0 0 0 0 0 0 0 0 0 0],"[0.44175306482720844, -0.1, 0.55, 0.125, 0.125]"
data/lmd_matched/lmd_matched/G/I/D/TRGIDZT128F42ADCCE/8089123b1fd938e488de343c43993175.mid,Pop_Rock,[0 1 0 0 0 0 0 0 0 0 0 0 0],"[0.37968297063974965, -0.1, -0.05, 0.125, 0.125]"
data/lmd_matched/lmd_matched/G/I/E/TRGIEWR128F933A3E1/33c06aac1b6f6d126787825f591a478d.mid,Latin,[1 0 0 0 0 0 0 0 0 0 0 0 0],"[0.422665634232935, -0.1, -0.17, 0.125, 0.125]"
data/lmd_matched/lmd_matched/G/I/A/TRGIATU128F427878D/f708485ac8eed32a64cd0f411510f479.mid,Pop_Rock,[0 1 0 0 0 0 0 0 0 0 0 0 0],"[0.28801344958979497, -0.1, -0.17, 0.125, 0.125]"
data/lmd_matched/lmd_matched/G/I/P/TRGIPLY128F4285095/ef89b815a837209ad421778d321af239.mid,Country,[0 0 0 0 0 1 0 0 0 0 0 0 0],"[0.263613965689738, -0.1, -0.05, 0.125, 0.125]"
data/lmd_matched/lmd_matched/G/I/L/TRGILIS128F424ED92/ef4a6798d1914c42db8e42c28291cca2.mid,Country,[0 0 0 0 0 1 0 0 0 0 0 0 0],"[0.22882021559922341, -0.2, -0.17, 0.125, 0.125]"
data/lmd_matched/lmd_matched/G/I/L/TRGILIS128F424ED92/3555db96db742088412b8acc189f9803.mid,Country,[0 0 0 0 0 1 0 0 0 0 0 0 0],"[0.32432915921288163, -0.1, 0.31, 0.125, 0.125]"
data/lmd_matched/lmd_matched/G/I/L/TRGILIS128F424ED92/aaf478f7b87b002e188fee077a7a384e.mid,Country,[0 0 0 0 0 1 0 0 0 0 0 0 0],"[0.30471431997375165, 0.0, -0.41, 0.125, 0.125]"
data/lmd_matched/lmd_matched/G/I/L/TRGILIS128F424ED92/60c1dfb4f9a87594be03d2ea996d1f12.mid,Country,[0 0 0 0 0 1 0 0 0 0 0 0 0],"[0.30471431997375165, 0.0, -0.41, 0.125, 0.125]"
data/lmd_matched/lmd_matched/G/I/L/TRGILIS128F424ED92/fa5a7d404e8a6c6bdb2f0fe04bdf2355.mid,Country,[0 0 0 0 0 1 0 0 0 0 0 0 0],"[0.30471431997375165, 0.0, -0.41, 0.125, 0.125]"
data/lmd_matched/lmd_matched/G/I/L/TRGILIS128F424ED92/363ee744c840ba4c5a63793e87bbf86e.mid,Country,[0 0 0 0 0 1 0 0 0 0 0 0 0],"[0.2712510261969772, -0.1, 0.55, 0.125, 0.125]"
data/lmd_matched/lmd_matched/G/I/L/TRGILIS128F424ED92/9629160711aff732dc3585d6bae1d924.mid,Country,[0 0 0 0 0 1 0 0 0 0 0 0 0],"[0.30471431997375165, 0.0, -0.41, 0.125, 0.125]"
data/lmd_matched/lmd_matched/G/I/L/TRGILIS128F424ED92/cc69995959df0e903e2b8aa498924eda.mid,Country,[0 0 0 0 0 1 0 0 0 0 0 0 0],"[0.30471431997375165, 0.0, -0.41, 0.125, 0.125]"
data/lmd_matched/lmd_matched/G/I/L/TRGILIS128F424ED92/a6104dc126558e646d2cfe98436b32c6.mid,Country,[0 0 0 0 0 1 0 0 0 0 0 0 0],"[0.30685786679899074, -0.1, 0.31, 0.125, 0.125]"
data/lmd_matched/lmd_matched/G/I/L/TRGILIS128F424ED92/9249302240cc66f8a651dcd61bfcfbb4.mid,Country,[0 0 0 0 0 1 0 0 0 0 0 0 0],"[0.22882713946742853, -0.1, 0.31, 0.125, 0.125]"
data/lmd_matched/lmd_matched/G/I/L/TRGILIS128F424ED92/672f4519bd88c182cb1be9c4a7393d4e.mid,Country,[0 0 0 0 0 1 0 0 0 0 0 0 0],"[0.1806000515611249, -0.1, -0.35, 0.125, 0.125]"
data/lmd_matched/lmd_matched/G/I/L/TRGILIS128F424ED92/5436570d98a5458246e9f7d7262ebf21.mid,Country,[0 0 0 0 0 1 0 0 0 0 0 0 0],"[0.30537031442521917, -0.1, 0.55, 0.125, 0.125]"
data/lmd_matched/lmd_matched/G/I/L/TRGILIS128F424ED92/2852b2ff6977eddbeb45416325e64cd4.mid,Country,[0 0 0 0 0 1 0 0 0 0 0 0 0],"[0.22033501062683294, -0.1, 0.55, 0.125, 0.125]"
data/lmd_matched/lmd_matched/G/I/L/TRGILIS128F424ED92/d75d4ab9fe7a5ba7fd215778fa11bfc7.mid,Country,[0 0 0 0 0 1 0 0 0 0 0 0 0],"[0.14598593848175853, -0.1, -0.35, 0.125, 0.125]"
data/lmd_matched/lmd_matched/G/I/L/TRGILIS128F424ED92/d723f54d4d77f40aaf1982b0141a5da5.mid,Country,[0 0 0 0 0 1 0 0 0 0 0 0 0],"[0.27691473256003635, -0.1, -0.05, 0.125, 0.125]"
data/lmd_matched/lmd_matched/G/C/G/TRGCGEU128F148A282/607dc1967575405428f0491f6f9c96f4.mid,Pop_Rock,[0 1 0 0 0 0 0 0 0 0 0 0 0],"[0.4184365354818586, -0.1, 0.55, 0.125, 0.125]"
data/lmd_matched/lmd_matched/G/C/I/TRGCIRN128F422EFEC/9593fe58c963bce01de528a3bf350846.mid,Pop_Rock,[0 1 0 0 0 0 0 0 0 0 0 0 0],"[0.0513153019636915, -0.1, -0.17, 0.125, 0.125]"
data/lmd_matched/lmd_matched/G/C/I/TRGCIRN128F422EFEC/15d63fefeb78e3a9af6e32462292db85.mid,Pop_Rock,[0 1 0 0 0 0 0 0 0 0 0 0 0],"[0.0513153019636915, -0.1, 0.31, 0.125, 0.125]"
data/lmd_matched/lmd_matched/G/C/C/TRGCCYB128F429833F/87bba8894580d9bb09505cd8aa407892.mid,Pop_Rock,[0 1 0 0 0 0 0 0 0 0 0 0 0],"[0.3752012573679855, -0.1, 0.55, 0.125, 0.125]"
data/lmd_matched/lmd_matched/G/C/J/TRGCJVM128E0780E48/c2ec1d3e3ec6bff3b56e1186067b5ce5.mid,Pop_Rock,[0 1 0 0 0 0 0 0 0 0 0 0 0],"[0.1373323815836427, -0.1, -0.35, 0.625, 0.625]"
data/lmd_matched/lmd_matched/G/C/J/TRGCJVM128E0780E48/f9252af59769da60480bb5c543bcb36e.mid,Pop_Rock,[0 1 0 0 0 0 0 0 0 0 0 0 0],"[0.1366669213334369, -0.1, 0.55, 0.625, 0.625]"
data/lmd_matched/lmd_matched/G/C/J/TRGCJVM128E0780E48/da9effe8bfda9439671f7e60f0f55302.mid,Pop_Rock,[0 1 0 0 0 0 0 0 0 0 0 0 0],"[0.1366669213334369, -0.1, 0.55, 0.625, 0.625]"
data/lmd_matched/lmd_matched/G/C/F/TRGCFMF128F14557F4/8ea727676458d351372129ef31e20300.mid,Pop_Rock,[0 1 0 0 0 0 0 0 0 0 0 0 0],"[0.30588587067383544, -0.1, 0.31, 0.125, 0.125]"
data/lmd_matched/lmd_matched/G/C/F/TRGCFMF128F14557F4/f98cea1d4ad126e2b27eea6c5f42de6a.mid,Pop_Rock,[0 1 0 0 0 0 0 0 0 0 0 0 0],"[0.3059433237342373, -0.1, -0.35, 0.125, 0.125]"
data/lmd_matched/lmd_matched/G/C/F/TRGCFMF128F14557F4/7a972f223de8e076b77aba572826b741.mid,Pop_Rock,[0 1 0 0 0 0 0 0 0 0 0 0 0],"[0.30588587067383544, 0.1, 0.31, 0.125, 0.125]"
data/lmd_matched/lmd_matched/G/C/B/TRGCBWB128F4295813/a5f5ce9575c13a8dba99a0d8af26c5cf.mid,Pop_Rock,[0 1 0 0 0 0 0 0 0 0 0 0 0],"[0.4387143307592199, -0.1, 0.55, 0.125, 0.125]"
data/lmd_matched/lmd_matched/G/C/L/TRGCLAL128F932FC27/a1098e68afb207fc2db8dacf0e1a889a.mid,Electronic,[0 0 0 0 0 0 1 0 0 0 0 0 0],"[0.33076251487017005, -0.1, -0.35, 0.125, 0.125]"
data/lmd_matched/lmd_matched/G/N/G/TRGNGNO128F4289BED/69a62473f5c7772c901d0a0ba099162c.mid,Pop_Rock,[0 1 0 0 0 0 0 0 0 0 0 0 0],"[0.2602742459964217, -0.1, -0.35, 0.125, 0.125]"
data/lmd_matched/lmd_matched/G/N/G/TRGNGNO128F4289BED/6876b8012b6f5542ffbc587663df3b1d.mid,Pop_Rock,[0 1 0 0 0 0 0 0 0 0 0 0 0],"[0.25860617935126357, -0.1, -0.41, 0.125, 0.125]"
data/lmd_matched/lmd_matched/G/N/G/TRGNGNO128F4289BED/2227498494446097d4f6c67ba5036cbf.mid,Pop_Rock,[0 1 0 0 0 0 0 0 0 0 0 0 0],"[0.07589605342034181, -0.1, -0.35, 0.0, 0.125]"
data/lmd_matched/lmd_matched/G/N/D/TRGNDDE128F4295728/8be4edde2613b8bfe2647705dc891e5f.mid,Pop_Rock,[0 1 0 0 0 0 0 0 0 0 0 0 0],"[0.23314918400264248, 1.3, -0.05, 0.125, 0.125]"
data/lmd_matched/lmd_matched/G/N/D/TRGNDDE128F4295728/965cbf9f55c76a6e2a1abdfab6625a60.mid,Pop_Rock,[0 1 0 0 0 0 0 0 0 0 0 0 0],"[0.23831001115617587, 1.3, -0.05, 0.125, 0.125]"
